ResidentDate,temperature_max,temperature_min,precipitation,event_type
30/07/2020,32.4,26,8.9,None
31/07/2020,32.2,25.6,5.2,None
1/08/2020,32.5,25.9,0.6,Holiday
2/08/2020,32.6,26.5,8.2,Holiday
3/08/2020,31.2,25.4,1.5,Holiday
4/08/2020,31.5,27.1,0.7,None
5/08/2020,29.5,25.3,3.5,None
6/08/2020,33,26.6,0,None
7/08/2020,34.1,26.7,1.3,None
8/08/2020,33.3,27.7,0.8,None
9/08/2020,30.3,25.6,5.4,Sunday
10/08/2020,32.2,25.3,9.9,None
11/08/2020,33.9,26.1,4.7,Holiday
12/08/2020,32.5,25.9,0.5,Holiday
13/08/2020,32.6,26.7,0.1,None
14/08/2020,31.8,26.5,0.3,None
15/08/2020,32.1,26.6,0,Holiday
16/08/2020,31.7,25.9,1.4,Holiday
17/08/2020,31.9,25.1,2.8,None
18/08/2020,33.3,26.5,3.3,None
19/08/2020,33.4,26.6,0,None
20/08/2020,31.5,27.7,0,None
21/08/2020,32.5,26.9,0.9,None
22/08/2020,31.9,26.3,6.3,Holiday
23/08/2020,32.5,25.4,7.1,Sunday
24/08/2020,31.1,24.9,9.7,None
25/08/2020,30.3,26.3,3.3,None
26/08/2020,32,26.2,3.7,None
27/08/2020,32.8,25.3,1.5,None
28/08/2020,32.7,26,2.3,None
29/08/2020,31.6,26.3,2,None
30/08/2020,31.3,25.2,6.8,Holiday
31/08/2020,32.5,24.9,7.2,Holiday
1/09/2020,31.7,25.5,12.4,None
2/09/2020,30.1,25.6,17,None
3/09/2020,30.4,25.1,0.3,None
4/09/2020,29.7,25.4,3.2,None
5/09/2020,30.5,25.7,0.9,None
6/09/2020,30.5,26,4.3,Sunday
7/09/2020,31.1,25.4,1.9,None
8/09/2020,32.3,26.1,5.3,None
9/09/2020,30.9,25.8,5.3,None
10/09/2020,30.3,25.5,2.2,None
11/09/2020,31.1,26.3,1.1,None
12/09/2020,29.1,25.2,7,None
13/09/2020,27.5,25.2,24.6,Sunday
14/09/2020,30.2,24.5,4.4,None
15/09/2020,31.1,26,3.8,None
16/09/2020,32.1,25.4,4.6,None
17/09/2020,32.4,26.2,1.5,None
18/09/2020,31.8,26,11.3,None
19/09/2020,27.8,24.3,13.9,None
20/09/2020,30.1,25.5,0.9,Sunday
21/09/2020,29.7,25.7,0,None
22/09/2020,32.8,25.7,0.1,Holiday
23/09/2020,33.2,25.5,0.2,None
24/09/2020,33.4,26.2,0,None
25/09/2020,31.2,26.8,5.3,None
26/09/2020,31.8,25.9,2.4,None
27/09/2020,31.9,25.4,2.4,Sunday
28/09/2020,32.3,26,1.6,None
29/09/2020,33.2,24,24.1,None
30/09/2020,29.8,24.3,3.6,None
1/10/2020,31.5,24.4,11.3,None
2/10/2020,32.8,25.6,0.5,Holiday
3/10/2020,33.5,26.5,0.1,None
4/10/2020,33.5,27.1,0.3,Sunday
5/10/2020,33.9,26.4,0,None
6/10/2020,33.4,26,0.4,None
7/10/2020,33.7,26.8,0.5,None
8/10/2020,32.6,26,2.6,None
9/10/2020,31.2,26,5.4,None
10/10/2020,28.6,25.3,28.5,None
11/10/2020,29.8,24.4,21.6,Sunday
12/10/2020,31,25.1,1.5,None
13/10/2020,31.7,25.6,1.7,None
14/10/2020,32.9,26.1,0.2,None
15/10/2020,32.3,26.3,0,None
16/10/2020,32.1,26.2,3.8,None
17/10/2020,30.4,25.5,24.8,Holiday
18/10/2020,29.2,24.9,12.1,Sunday
19/10/2020,30.5,24.8,6.1,None
20/10/2020,28.3,25,26.2,None
21/10/2020,30.3,24.7,10.4,None
22/10/2020,31.9,24.9,18.6,Holiday
23/10/2020,31.8,24.3,22.5,Holiday
24/10/2020,32.1,25.3,2.1,Holiday
25/10/2020,31,25.1,0,Holiday
26/10/2020,30.8,25.1,0,None
27/10/2020,29,24.6,1.9,None
28/10/2020,28,24.5,9.4,None
29/10/2020,27,23.7,16,None
30/10/2020,30.3,23.7,0.3,Holiday
31/10/2020,30.9,23.4,0,Holiday
1/11/2020,30.8,23.2,0,Sunday
2/11/2020,30.7,24.2,0.2,None
3/11/2020,30.4,24.6,0.5,None
4/11/2020,28.7,25.6,9.2,Holiday
5/11/2020,29.8,24.8,7.5,None
6/11/2020,28.7,25.3,5,None
7/11/2020,28.6,25.4,5.7,None
8/11/2020,29.7,25.7,1,Sunday
9/11/2020,29.4,25.1,0,None
10/11/2020,29,23.5,0.1,None
11/11/2020,27.8,23.8,6.4,None
12/11/2020,27.9,24.4,19.5,None
13/11/2020,28.5,25,8.4,None
14/11/2020,29.8,25.2,2,Holiday
15/11/2020,27,25.4,25.4,Holiday
16/11/2020,26,24.8,53.5,Holiday
17/11/2020,28.7,24.3,10.2,None
18/11/2020,28.3,24.5,3.5,None
19/11/2020,29.3,25.3,1.1,None
20/11/2020,29.2,23.9,0.1,Holiday
21/11/2020,28.4,22.6,0,None
22/11/2020,28.4,20.8,0,Sunday
23/11/2020,29.1,24.4,1.7,None
24/11/2020,26.5,24.2,20,Holiday
25/11/2020,26.3,24.3,97.3,None
26/11/2020,28,24.2,11.4,None
27/11/2020,28.1,22.1,2.1,None
28/11/2020,28,22.3,3,None
29/11/2020,27.6,23.7,4.1,Sunday
30/11/2020,28.6,24.7,2,Holiday
1/12/2020,28.7,24.1,0,None
2/12/2020,27.5,24.5,10.1,None
3/12/2020,25.3,24.2,57,None
4/12/2020,25.3,24.3,46.5,None
5/12/2020,26.7,24.4,18.9,None
6/12/2020,26.8,24.5,21.5,Sunday
7/12/2020,26.4,24.3,29.7,None
8/12/2020,28.5,24.4,13.6,None
9/12/2020,28.3,24,5.9,None
10/12/2020,28,22.5,0,None
11/12/2020,27.9,21.8,0.1,Holiday
12/12/2020,27.8,22.1,0,None
13/12/2020,27.6,21.1,0,Sunday
14/12/2020,27.9,22.8,0,None
15/12/2020,27.9,23,1.2,None
16/12/2020,28.1,24.4,4.4,None
17/12/2020,28,25.2,1.1,None
18/12/2020,28,24.5,1,Holiday
19/12/2020,28.1,24.8,0.2,None
20/12/2020,27.6,24.6,0,Sunday
21/12/2020,26.9,23.7,0,Holiday
22/12/2020,26.8,22.2,0,None
23/12/2020,26.9,22.3,0,None
24/12/2020,27.1,20.1,0,Holiday
25/12/2020,27.3,22.6,0,Holiday
26/12/2020,27.5,22.2,0,None
27/12/2020,28,23.2,0,Sunday
28/12/2020,27.6,22.5,0,None
29/12/2020,28.2,24,0.3,None
30/12/2020,26.3,24,43.3,None
31/12/2020,27.8,24.8,0.9,Holiday
1/01/2021,26.9,24.1,0.1,Holiday
2/01/2021,25.4,23.9,15.7,None
3/01/2021,26.9,23.6,3.5,Sunday
4/01/2021,26.7,23.6,4.5,None
5/01/2021,25.9,23.8,17.6,None
6/01/2021,26.9,23.3,16.1,None
7/01/2021,27.2,23.5,3.4,None
8/01/2021,27.8,23.7,4.2,None
9/01/2021,28,23.6,2,None
10/01/2021,28,24,0.9,Sunday
11/01/2021,28,24,3,None
12/01/2021,28.1,24.3,0.9,None
13/01/2021,27.9,23.9,0.7,Holiday
14/01/2021,27.2,23.8,1.6,Holiday
15/01/2021,28.1,22.9,0,None
16/01/2021,27.6,21.7,0,None
17/01/2021,27.2,20.4,0,Sunday
18/01/2021,27.8,23,0,None
19/01/2021,27.9,22.5,0,None
20/01/2021,27.9,22.4,0,Holiday
21/01/2021,28.2,23.1,0.2,None
22/01/2021,28.5,22.9,1.1,None
23/01/2021,28.2,22.3,0.4,None
24/01/2021,28.1,21.6,0.3,Sunday
25/01/2021,28,21.8,0.8,None
26/01/2021,27.9,20.1,0,Holiday
27/01/2021,27.5,21.1,0,None
28/01/2021,28.1,22.5,0.8,None
29/01/2021,28.4,24,0.7,None
30/01/2021,28.4,23.6,0,None
31/01/2021,28.5,23.1,0,Sunday
1/02/2021,28.5,23.3,0,None
2/02/2021,28.2,22.2,0.5,None
3/02/2021,27.9,22.8,0,None
4/02/2021,28.2,21.2,0,None
5/02/2021,27.8,20.9,0,None
6/02/2021,28,20.4,0,None
7/02/2021,28.7,19.5,0,Sunday
8/02/2021,28.2,20.4,0,None
9/02/2021,28.4,23.7,0,None
10/02/2021,28,19.5,0,None
11/02/2021,28.2,20.1,0,None
12/02/2021,28.1,20.7,0,Holiday
13/02/2021,28.5,21.1,0,None
14/02/2021,28.3,20.5,0,Holiday
15/02/2021,28.6,19.9,0,None
16/02/2021,28.9,20.5,0,Holiday
17/02/2021,28.3,21.3,0,None
18/02/2021,28.7,24,0,None
19/02/2021,27.9,23,4.8,Holiday
20/02/2021,27.1,22.3,4.6,None
21/02/2021,26.4,22,11.3,Sunday
22/02/2021,28.4,23.3,0.6,None
23/02/2021,28.8,21.9,0,None
24/02/2021,28.9,20.8,0,None
25/02/2021,28.9,20.6,0,None
26/02/2021,30.3,21,0,Holiday
27/02/2021,30.5,21.6,0,Holiday
28/02/2021,29.4,20.7,0,Sunday
1/03/2021,30.3,21.2,0,None
2/03/2021,30.5,22.1,0,None
3/03/2021,29.4,21.4,0,None
4/03/2021,28.7,20.6,0,None
5/03/2021,29.8,20.6,0,None
6/03/2021,29.6,21.8,0,None
7/03/2021,30.3,22.8,0,Sunday
8/03/2021,29.7,23.1,0,Holiday
9/03/2021,30.3,23.2,0.1,None
10/03/2021,30.4,24.4,0.5,None
11/03/2021,30.4,24.3,0,Holiday
12/03/2021,29.5,21.6,0,None
13/03/2021,30.1,21.4,0,None
14/03/2021,31.3,22,0,Sunday
15/03/2021,31.6,22.4,0,None
16/03/2021,30.9,22.9,0,None
17/03/2021,30.5,22.3,0,None
18/03/2021,30.6,23.2,0,None
19/03/2021,30.3,23,0,None
20/03/2021,30.6,22,0,Holiday
21/03/2021,31.2,22.6,0,Sunday
22/03/2021,30.8,22.6,0,None
23/03/2021,30.6,22.4,0,None
24/03/2021,31.2,23.4,0,None
25/03/2021,31.6,23.4,0,None
26/03/2021,32,23.8,0,None
27/03/2021,32.4,24,0,None
28/03/2021,32,23.8,0,Holiday
29/03/2021,32.8,25.4,0,Holiday
30/03/2021,35.5,25.2,0,None
31/03/2021,35.4,24.7,0,None
1/04/2021,35.9,26.4,0,Holiday
2/04/2021,37.7,27.6,0,Holiday
3/04/2021,35.9,26.7,0,None
4/04/2021,33.1,26.7,0,Holiday
5/04/2021,32.7,27,0,None
6/04/2021,32.4,25.8,0.1,None
7/04/2021,32,24.8,0,None
8/04/2021,32.2,24.8,0,None
9/04/2021,32.1,24.2,0,None
10/04/2021,31.7,25.2,0.8,None
11/04/2021,31.4,25.4,0.6,Sunday
12/04/2021,32,26.4,0.2,None
13/04/2021,31.9,25.8,0,Holiday
14/04/2021,31.6,26.6,2.1,Holiday
15/04/2021,30.4,25.5,3.7,Holiday
16/04/2021,32.3,24.9,0.6,Covid_Wave
17/04/2021,32.5,26.3,0,Covid_Wave
18/04/2021,33.2,26.7,0,Covid_Wave
19/04/2021,33.8,26.8,0,Covid_Wave
20/04/2021,33.5,27.2,0,Covid_Wave
21/04/2021,33.4,27,0,Holiday
22/04/2021,32.8,26.8,0.2,Covid_Wave
23/04/2021,33.3,27,0.6,Covid_Wave
24/04/2021,33,27.2,0.1,Covid_Wave
25/04/2021,32.9,27.1,0.2,Holiday
26/04/2021,32.6,26.4,0.4,Covid_Wave
27/04/2021,32.5,26.8,0.2,Covid_Wave
28/04/2021,33.6,26.8,0,Covid_Wave
29/04/2021,33.6,27.5,0,Covid_Wave
30/04/2021,32.5,27.2,0.3,Covid_Wave
1/05/2021,32.5,26.9,0.2,Holiday
2/05/2021,32.5,26.6,0.2,Covid_Wave
3/05/2021,32.3,26.8,0.5,Covid_Wave
4/05/2021,32.6,26.6,0.9,Covid_Wave
5/05/2021,32.7,26.6,0.7,Covid_Wave
6/05/2021,33.2,27.5,0.1,Covid_Wave
7/05/2021,32.1,27.9,1.3,Holiday
8/05/2021,31.9,26.9,0.4,Covid_Wave
9/05/2021,32.4,27.2,0.7,Holiday
10/05/2021,33.3,27.6,0,Covid_Wave
11/05/2021,34.8,27.7,0,Covid_Wave
12/05/2021,33.5,28,1.2,Covid_Wave
13/05/2021,33.8,28.3,0.1,Covid_Wave
14/05/2021,33.1,27.7,0.5,Holiday
15/05/2021,34.1,29.2,0,Covid_Wave
16/05/2021,34.3,28.6,0.3,Covid_Wave
17/05/2021,34,28.5,0.1,Covid_Wave
18/05/2021,33.1,28.7,0,Covid_Wave
19/05/2021,34.1,27.4,0.8,Covid_Wave
20/05/2021,34.1,26.3,30,Covid_Wave
21/05/2021,35.9,26.7,7.7,Covid_Wave
22/05/2021,33.3,26.2,2.6,Covid_Wave
23/05/2021,35.7,27.1,0,Covid_Wave
24/05/2021,37.7,28.4,0,Covid_Wave
25/05/2021,38.4,29.2,0.7,Covid_Wave
26/05/2021,39.7,28.3,0,Holiday
27/05/2021,38.5,28.9,0,Covid_Wave
28/05/2021,36.8,28,0,Covid_Wave
29/05/2021,36.3,27.8,0,Covid_Wave
30/05/2021,37.6,28.3,0.1,Covid_Wave
31/05/2021,37.5,27,0.1,Covid_Wave
1/06/2021,36,28.4,0,Covid_Wave
2/06/2021,34.3,28,0.1,Covid_Wave
3/06/2021,33.9,27.6,0.1,Covid_Wave
4/06/2021,31.7,27.5,1.6,Covid_Wave
5/06/2021,31.9,26.1,3.9,Covid_Wave
6/06/2021,32.8,25.8,0.4,Covid_Wave
7/06/2021,35.8,27.9,4.7,Covid_Wave
8/06/2021,34.3,28,1,Covid_Wave
9/06/2021,37.6,27.7,0.2,Covid_Wave
10/06/2021,37,28.7,0.9,Covid_Wave
11/06/2021,37.2,28.7,0,Covid_Wave
12/06/2021,38.3,29.1,0.9,Covid_Wave
13/06/2021,37.1,28.4,0.1,Covid_Wave
14/06/2021,35.7,29.6,0,Covid_Wave
15/06/2021,36.5,27.7,0.1,Covid_Wave
16/06/2021,38.6,28.6,0.1,None
17/06/2021,37.5,29.1,0.6,None
18/06/2021,37,28.8,0,None
19/06/2021,37.5,29,0,None
20/06/2021,37.5,28.2,0.6,Holiday
21/06/2021,36.6,28,0.3,Holiday
22/06/2021,35,26.6,2.8,None
23/06/2021,35.6,27.2,4,None
24/06/2021,31.6,26.4,1.1,None
25/06/2021,33.6,27.3,0,None
26/06/2021,33.9,27,0.8,None
27/06/2021,31.6,26.9,2.6,Sunday
28/06/2021,32.4,25.7,5.4,None
29/06/2021,32,27.8,0.8,None
30/06/2021,33.4,27.3,1.4,None
1/07/2021,33,26.5,3.6,None
2/07/2021,32.8,25.9,18.3,None
3/07/2021,32.5,25.6,1.7,None
4/07/2021,32.9,26.4,10.7,Sunday
5/07/2021,33.9,25.6,2.6,None
6/07/2021,32.9,26.2,8.2,None
7/07/2021,32.7,26.4,7.6,None
8/07/2021,33.3,27.4,3.9,None
9/07/2021,33.7,25.1,4.9,None
10/07/2021,32.1,26.2,6.3,None
11/07/2021,33.9,27,1.4,Sunday
12/07/2021,32.1,26.1,0.4,Holiday
13/07/2021,33.2,26.6,4.1,None
14/07/2021,32.3,26,5.3,None
15/07/2021,32.8,25,5.2,None
16/07/2021,32.2,26.1,20.1,None
17/07/2021,31.8,25.6,26.8,None
18/07/2021,31.2,24.9,13.1,Sunday
19/07/2021,33.4,26,0.9,None
20/07/2021,34.2,26.3,0,None
21/07/2021,32,26.6,0.6,Holiday
22/07/2021,32.3,26.1,1.7,None
23/07/2021,33.4,26,3.9,None
24/07/2021,35,25.9,0,Holiday
25/07/2021,34.7,27.6,0.4,Sunday
26/07/2021,35,27.2,1.3,None
27/07/2021,35.6,27.8,0.2,None
28/07/2021,35.7,27.6,0,None
29/07/2021,35.8,28.2,0.1,None
30/07/2021,36.3,27.7,0,None
31/07/2021,36.1,28.1,0.6,None
1/08/2021,35.8,26.2,0.5,Holiday
2/08/2021,35.3,27.7,1.1,None
3/08/2021,35.3,28,0.6,None
4/08/2021,37.2,28.1,0.9,None
5/08/2021,36.1,28.4,1.5,None
6/08/2021,35.9,27.6,1.7,None
7/08/2021,34.3,27.4,2,None
8/08/2021,33.4,26.4,3.7,Sunday
9/08/2021,34,27.3,3.6,None
10/08/2021,34.3,26.1,6.5,None
11/08/2021,34.1,26.7,4,None
12/08/2021,32.8,26.4,5.6,None
13/08/2021,32.3,26,10.2,None
14/08/2021,33.5,26.6,1.5,None
15/08/2021,32.9,25.9,1.4,Holiday
16/08/2021,33,25.8,0.9,Holiday
17/08/2021,32.7,26,0.8,None
18/08/2021,33.4,26.8,2.3,None
19/08/2021,33.4,27.5,5.2,None
20/08/2021,31.9,25.1,4.7,Holiday
21/08/2021,30.2,25.5,3.4,Holiday
22/08/2021,30.6,24.8,0.2,Holiday
23/08/2021,30.8,25.5,0,None
24/08/2021,32,26.1,0.6,None
25/08/2021,33.4,26.4,6.6,None
26/08/2021,32.3,25.4,10.7,None
27/08/2021,32.6,25.7,11.8,None
28/08/2021,29.7,25.2,27.4,None
29/08/2021,29.4,25.1,35.1,Sunday
30/08/2021,32.4,25.4,0.6,Holiday
31/08/2021,31.4,25.5,1.8,None
1/09/2021,30.4,26.6,0.4,None
2/09/2021,30.6,25.4,26.7,None
3/09/2021,30.3,24.6,19.8,None
4/09/2021,29.2,24.9,12.5,None
5/09/2021,31,25,10.4,Sunday
6/09/2021,30,25.6,1.9,None
7/09/2021,32.4,26.8,0,None
8/09/2021,32.9,25.9,0.2,None
9/09/2021,33.8,26.8,0.3,None
10/09/2021,33.1,26.9,0.1,Holiday
11/09/2021,33,26.7,1.5,None
12/09/2021,33.6,26.7,0.8,Sunday
13/09/2021,35.1,27.5,0,None
14/09/2021,34.4,27.8,0,None
15/09/2021,33.6,27.1,0.7,None
16/09/2021,32,27.1,1.3,None
17/09/2021,32.2,26.9,3.3,None
18/09/2021,32.2,26.4,2.5,None
19/09/2021,31.3,26.4,1.4,Sunday
20/09/2021,32.2,25.6,3.7,None
21/09/2021,33.5,25.7,7.5,None
22/09/2021,32.3,25.5,2.9,None
23/09/2021,32.4,25.5,5.4,Holiday
24/09/2021,31.3,25.9,4.9,None
25/09/2021,32.8,25.8,9.4,None
26/09/2021,31,25.2,4.6,Sunday
27/09/2021,33.6,26.6,1.4,None
28/09/2021,32.7,26.6,1,None
29/09/2021,31.7,26.3,0,None
30/09/2021,30.3,25.4,11.4,None
1/10/2021,30.5,25.2,10.1,None
2/10/2021,29.4,25.7,11,Holiday
3/10/2021,30,25.6,3.6,Sunday
4/10/2021,30.2,25.9,0.9,None
5/10/2021,27.4,25.3,30.7,None
6/10/2021,31,25.3,6.8,None
7/10/2021,30.5,26.2,2.8,Holiday
8/10/2021,31.2,25.5,9.2,None
9/10/2021,31.5,25.7,13.5,None
10/10/2021,31.1,26.3,3.2,Sunday
11/10/2021,30.7,25.4,14.7,Holiday
12/10/2021,32.4,24.8,13.1,Holiday
13/10/2021,31.6,24.6,0,Holiday
14/10/2021,32.6,25.2,4.7,Holiday
15/10/2021,32.5,25.3,5.8,Holiday
16/10/2021,31.5,25.5,2.5,None
17/10/2021,31.3,25.4,2.1,Sunday
18/10/2021,32,26.6,1.8,None
19/10/2021,32.6,26.1,2.4,Holiday
20/10/2021,31.8,26.3,9.1,Holiday
21/10/2021,30.4,25.5,2.5,None
22/10/2021,30.9,24.1,10,None
23/10/2021,30.5,23.8,6.1,None
24/10/2021,29.5,24.2,4.6,Holiday
25/10/2021,30.2,23.7,2.1,None
26/10/2021,29.9,25.1,0.6,None
27/10/2021,30.3,24.8,0.7,None
28/10/2021,28.6,25.1,16.6,None
29/10/2021,28,24.4,16.1,None
30/10/2021,29.3,24,5.6,None
31/10/2021,29.9,24,20.6,Holiday
1/11/2021,27.3,25,23.6,None
2/11/2021,27.5,24.6,9.4,None
3/11/2021,27.3,24,14.2,None
4/11/2021,26.7,23.6,28.4,Holiday
5/11/2021,27.7,23.4,26,Holiday
6/11/2021,28,23.4,17.9,Holiday
7/11/2021,25.7,23.2,58.3,Sunday
8/11/2021,28.3,24.2,12.8,None
9/11/2021,27.3,24,12.6,None
10/11/2021,25,22.8,76.4,Holiday
11/11/2021,27.3,21.9,186.3,None
12/11/2021,28.6,24.3,1.6,None
13/11/2021,29.3,24.6,0.8,None
14/11/2021,29.2,24.4,11.6,Sunday
15/11/2021,27.7,23.9,7,None
16/11/2021,29,23.4,10.4,None
17/11/2021,28.4,24,13.9,None
18/11/2021,26.6,23.4,62.2,None
19/11/2021,28.5,25.1,8,Holiday
20/11/2021,28.3,24.6,12.6,None
21/11/2021,29.2,23.5,5.8,Sunday
22/11/2021,28.3,24.1,11.8,None
23/11/2021,29.7,23.9,1.3,None
24/11/2021,29.7,24.5,0.6,Holiday
25/11/2021,28.5,23.8,34.3,None
26/11/2021,26.6,24.5,40.3,None
27/11/2021,26.4,23.9,29.7,None
28/11/2021,26.4,23.7,30.2,Sunday
29/11/2021,27.4,23.7,27.5,Holiday
30/11/2021,26.9,23.9,6.6,None
1/12/2021,28.7,22.7,3.9,None
2/12/2021,28.9,24.4,0.3,None
3/12/2021,29.4,22.4,0,None
4/12/2021,30.1,21.5,0,None
5/12/2021,30.4,22.9,0.7,Sunday
6/12/2021,29.5,23.7,0.6,Holiday
7/12/2021,29.5,23.4,0.2,None
8/12/2021,29.2,24.3,1.2,None
9/12/2021,28.8,25.1,1.4,None
10/12/2021,29.2,24.7,3.1,None
11/12/2021,28.5,23.6,7.2,None
12/12/2021,27.9,22.6,10.1,Sunday
13/12/2021,27.6,22.3,4.5,None
14/12/2021,28.2,23.6,6.1,None
15/12/2021,28.2,25,0,None
16/12/2021,28.2,24.4,0,None
17/12/2021,28,22.5,0,None
18/12/2021,27.8,21.7,0,None
19/12/2021,27.8,21.3,0,Sunday
20/12/2021,27.9,22.9,0,None
21/12/2021,28.3,20.9,0,Holiday
22/12/2021,27.8,19.8,0,None
23/12/2021,27.6,18.3,0,None
24/12/2021,27.6,18.3,0,Holiday
25/12/2021,27.4,19.3,0,Holiday
26/12/2021,27.9,19.9,0,Sunday
27/12/2021,29.1,20.9,0,None
28/12/2021,27,21.9,1,None
29/12/2021,28.3,21.9,0.8,None
30/12/2021,26.7,22.3,11.7,None
31/12/2021,26.1,22.5,17.3,Holiday
1/01/2022,27,22.7,8.6,Holiday
2/01/2022,27.9,23.9,0.9,Covid_Wave
3/01/2022,27.7,23.8,0,Covid_Wave
4/01/2022,27.2,22.4,0,Covid_Wave
5/01/2022,28,21.5,0.1,Covid_Wave
6/01/2022,28.2,21.5,0.1,Covid_Wave
7/01/2022,27.3,22.1,2.5,Covid_Wave
8/01/2022,27.8,22.5,0.4,Covid_Wave
9/01/2022,28.1,22.3,0,Holiday
10/01/2022,28.5,21.8,0,Covid_Wave
11/01/2022,28.7,23.2,0.2,Covid_Wave
12/01/2022,28.8,22.6,2.3,Covid_Wave
13/01/2022,28.5,23,1.3,Holiday
14/01/2022,27.2,22.7,1.9,Holiday
15/01/2022,27.4,22.9,3.6,Covid_Wave
16/01/2022,28,22.1,1.4,Covid_Wave
17/01/2022,27.6,22.6,3.2,Covid_Wave
18/01/2022,27.1,23.1,0.9,Covid_Wave
19/01/2022,28.3,20.9,0,Covid_Wave
20/01/2022,28.6,20.1,0,Covid_Wave
21/01/2022,28.9,20.4,0,Covid_Wave
22/01/2022,28.9,21.9,0,Covid_Wave
23/01/2022,30.5,23.9,0.5,Covid_Wave
24/01/2022,29.7,24.5,2.1,Covid_Wave
25/01/2022,28.6,22.5,1.2,Covid_Wave
26/01/2022,28,22.2,0.1,Holiday
27/01/2022,27.9,23.4,0.8,Covid_Wave
28/01/2022,28.2,22.5,0.8,Covid_Wave
29/01/2022,27.5,24.6,0.5,Covid_Wave
30/01/2022,28.6,24.1,0.2,Covid_Wave
31/01/2022,28.8,21.7,0,Covid_Wave
1/02/2022,28.1,21.1,0,Holiday
2/02/2022,27.8,19.4,0,Covid_Wave
3/02/2022,28.1,20.2,0,Covid_Wave
4/02/2022,30.5,21.9,0,Covid_Wave
5/02/2022,29,22.8,0.5,Holiday
6/02/2022,28.3,24.2,0.9,Covid_Wave
7/02/2022,28.8,22,0,Covid_Wave
8/02/2022,28.4,21.3,0,Covid_Wave
9/02/2022,28.5,23.4,0,Covid_Wave
10/02/2022,29.4,22.6,0,Covid_Wave
11/02/2022,29.5,22.9,0,Covid_Wave
12/02/2022,29.1,23,0,Covid_Wave
13/02/2022,29.2,23.3,0.1,Covid_Wave
14/02/2022,28,23.2,2,Holiday
15/02/2022,28.6,22.7,0,Holiday
16/02/2022,28.7,21.3,0,Holiday
17/02/2022,28.8,21.7,0.1,Covid_Wave
18/02/2022,29.4,24.3,0,Covid_Wave
19/02/2022,29.3,22.6,0,Holiday
20/02/2022,29.7,21.6,0,Covid_Wave
21/02/2022,31.6,21.9,0,Covid_Wave
22/02/2022,30.1,23,0,Covid_Wave
23/02/2022,29.9,24.8,0,Covid_Wave
24/02/2022,29.9,22.9,0.1,Covid_Wave
25/02/2022,29.4,21.2,0,Covid_Wave
26/02/2022,30,22,0.1,Holiday
27/02/2022,29.8,23.3,0,Covid_Wave
28/02/2022,30.3,22.5,0,Covid_Wave
1/03/2022,32.3,22.1,0,Holiday
2/03/2022,30.7,20.2,0,None
3/03/2022,30.3,22.3,0.1,None
4/03/2022,30.4,24.1,0.3,None
5/03/2022,30.8,24.9,0,None
6/03/2022,28.9,25.2,0.2,Sunday
7/03/2022,30.1,25.2,0,None
8/03/2022,30.9,22.1,0,None
9/03/2022,31.1,21.6,0,None
10/03/2022,30.7,21.8,0,None
11/03/2022,30.6,21.9,0,None
12/03/2022,31.4,22.2,0,None
13/03/2022,31.9,21.8,0,Sunday
14/03/2022,32.5,22.1,0,None
15/03/2022,32.8,22.7,0,None
16/03/2022,32.6,22.7,0,None
17/03/2022,32.5,22.7,0,Holiday
18/03/2022,32.2,23.7,0,Holiday
19/03/2022,32.9,25.4,0,None
20/03/2022,33.6,26.1,4.8,Holiday
